Task_Setting;Pipeline_Configuration;Original_Sentence;Preprocessed_Text;True_Label;Predicted_Label
Binary (No Neutral);FFNN (TF-IDF | (1, 3));In addition the deal includes a call option which will enable Maritim Food AS to increase its holding in Sandanger AS to 51 % in the future .;addition deal call option enable maritim food increase hold sandanger [PERCENT] future;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market .;outotec press release december [NUMBER] [NUMBER] outotec establishes new subsidiary kolkata outotec establish subsidiary india order good serve indian customer increase business grow indian market;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Previously the company has estimated its operating profit to reach the level of 2005 only .;previously estimate operating profit reach level [DATE] only;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .;[DATE] [DATE] [NUMBER] broadband data communication system provider teleste tlt1v say yesterday net profit rocket eur [NUMBER] 8mn [DATE] eur [NUMBER] [NUMBER] [DATE] lift dividend proposal;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .;outotec press release [DATE] [DATE] [NUMBER] [NUMBER] outotec win [NUMBER] large mineral process technology order mirabela mineracao brasil ltda brazil cumerio med jsco bulgaria;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .;renovation big moulding line orhangazi foundry modern line europe;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Under the terms of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit .;term off-take agreement talvivaara cameco up-front investment maximum usd 60mn cover construction cost uranium extraction circuit;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .;december alone member lithuanian brewer association sell total [NUMBER] 3mn liter beer increase [PERCENT] sale [NUMBER] 92mn liter [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));`` The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .;intel atom processor tremendous success marketplace since launch over [NUMBER] ago say pankaj kedia director global ecosystem program intel corp ultra mobility;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Instead , Elcoteq has signed a non-binding Letter of Intent with another Asian strategic investor .;instead elcoteq sign non-binding letter intent another asian strategic investor;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Operating profit was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier .;operating profit eur [NUMBER] 6mn up loss eur 19mn earlier;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .;turn earnings share eps eur [NUMBER] versus loss share eur [NUMBER] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .;south african sappi become large foreign forest industry operate result acquisition m-real graphic paper business unit;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 .;earnings share eps eur [NUMBER] up loss eur [NUMBER] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The StoneGate UTM solution offers protection against inbound and outbound attacks .;stonegate utm solution offer protection inbound outbound attack;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Nokia , which has a strong track record in the lower-end handset market , said in July its touch-screen offering would come this year and be cheaper than rival models in order to tap into a higher-volume market .;strong track record lower-end handset market say july touch-screen offering come cheap rival model order tap higher-volume market;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));That topped consensus forecasts for earnings of 0.21 euros a share .;top consensus forecast earnings [MONEY] share;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The company said that its investments in the new market areas resulted in sales increase in Sweden , Poland , Russia and Lithuania .;say investment new market area result sale increase sweden poland russia lithuania;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .;9months [DATE] net profit rise eur 41mn eur 30mn corresponding [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt .;process build new fleet place order [NUMBER] p-max tanker [NUMBER] dwt;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));One attractive factor about the tablets for media companies is that they provide a new way of making money .;[NUMBER] attractive factor tablet medium new way make money;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion .;project revenue usd [NUMBER] 2bn usd [NUMBER] 3bn slightly high analyst estimate usd [NUMBER] 19bn;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .;net interest income eur [NUMBER] 2mn up eur [NUMBER] 0mn [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The ISO certification demonstrates that we are moving forward in our quality commitments to our customers . ';iso certification demonstrate move forward quality commitment customer;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement .;analyze kaupthing bank sweden find business fit well alandsbanken say alandsbanken chief executive peter wiklof statement;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Sony Ericsson and Nokia dominated the list of best-selling handsets with five models each .;sony ericsson dominate list best-selling handset 5models;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. .;afx kci konecranes say win order [NUMBER] hot metal ladle crane indian steel producer bhushan steel strip ltd;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Based on strong customer interest and feedback , using RPM mobile phone manufacturers , operators , enterprises and developer forums can significantly increase their product and service quality , user-experience and cost-efficiency '' , Tulonen continues .;strong customer interest feedback rpm mobile phone manufacturer operators enterprise developer forum significantly increase product service quality user-experience cost-efficiency tulonen continue;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .;say observe current stabilisation price potential high price delivery [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));`` QPR 8 integrated management system is the fastest , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes .;qpr [NUMBER] integrate management system fast easiest efficient way organization around world take control human-centric business process;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .;profit tax eur [NUMBER] 4mn up eur [NUMBER] 6mn earlier;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE .;consulting engineering poyry plc poy say wednesday [NUMBER] october award contract tanqia dibba fzc owner-engineer wastewater system dibba emirate fujairah uae;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .;comparable operating profit total eur 854mn up eur 730mn [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .;lead metal outokumpu say fourth-quarter net profit more triple back strong global demand stainless steel soar metal price proceeds sale technology unit;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .;incap lankapaja aim enter actual agreement transfer sheet-metal production buyer february order complete transfer [DATE] [DATE] [NUMBER] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Elcoteq 's stock of orders has stabilised in the past weeks , Mr Krippl said .;elcoteq stock order stabilise past week mr krippl say;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .;australian mirabela nickel award outokumpu technology contract grind technology nickel sulfide project bahia state brazil;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .;lifting equipment maker konecranes say [DATE] [DATE] [NUMBER] net profit rise [MONEY] usd [NUMBER] 1mn half [DATE] [MONEY] usd [NUMBER] 1mn [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The diesel margin has remained high .;diesel margin remain high;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Sales for both the Department Store Division and Hobby Hall increased by 7 % , while sales for the clothing store subsidiary Seppala decreased by 4 % .;sale department store division hobby hall increase [PERCENT] sale clothing store subsidiary seppala decrease [PERCENT];positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The mill has long traditions and holds an established position in the markets .;mill long tradition hold established position market;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .;elisa work together bring superior mobile game experience elisa customer;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));` For Nordea , moving into the new headquarters signifies the beginning of a new era .;nordea move new headquarters signify beginning new era;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));We are very excited working with Maxis on this first commercial deployment of ` Master of Maya ' , said Joe Doering , Head of the Asia South region at Nokia Siemens Networks .;excited work maxi commercial deployment master maya say joe doering head asia south region siemens network;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Nordea sees a return to positive growth for the Baltic countries in 2011 .;nordea see return positive growth baltic country [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .;q1201018 [DATE] electrical component maker salcomp sal1v say turn net profit eur [NUMBER] 6mn [DATE] versus loss eur 2mn corresponding last;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Sales are expected to increase in the end of the year 2006 , however .;sale expect increase [DATE] however;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .;nasdaq-listed yahoo inc introduce new service enable malaysian take favorite internet content service mobile phone;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .;pretax profit rise eur [NUMBER] 8mn eur [NUMBER] 9mn [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States Patent and Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles .;madison wi feb6 prnewswire -- fiskars announce united state patent trademark office grant trademark registration color orange iconic scissor handle;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .;vaisala say expect net sale eur [NUMBER] 2mn [DATE] compare eur [NUMBER] 2mn record [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Satama earned Data Management Solutions competency with Business Intelligence specialization recentlyvia the acquisition of Fimentor Oy .;satama earn data management solution competency business intelligence specialization recentlyvia acquisition fimentor;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .;net profit rise [PERCENT] [MONEY] [DATE] sale [MONEY] [PERCENT] up say early;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));CDLI highlights the companies that provided the most comprehensive response to the Carbon Disclosure Project CDP information request .;cdli highlight comprehensive response carbon disclosure project cdp information request;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));We can choose the most efficient , best overall value option for our customers already at the bidding stage .;choose efficient best overall value option customer already bidding stage;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software .;tectia tec1v provider real-time security solution announce appoint lan2lan provider service uk distribute data security manage file transfer software;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Clothing chain Sepp+�l+� 's net sales increased by 7.0 % to EUR 30.8 mn .;clothing chain sepp l net sale increase [PERCENT] eur [NUMBER] 8mn;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Consumer products manufacturer Fiskars Corp. will open a distribution and warehouse center in Southaven , creating 100 jobs .;consumer product manufacturer fiskars corp open distribution warehouse center southaven create [NUMBER] job;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Vaisala Oyj Press Release September 30 , 2010 Vaisala has signed a contract to sell its oxygen measurement technology and business to SICK Maihak GmbH .;vaisala press release [DATE] [DATE] [NUMBER] vaisala sign contract sell oxygen measurement technology business sick maihak gmbh;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));HELSINKI , Finland , Sept. 18 , 2009 ( GLOBE NEWSWIRE ) -- Ixonos Plc expands the company 's smartphone R&D services and establishes a new next-generation smartphone design unit in connection with Ixonos ' site in Jyvaeskylae .;sept18 [DATE] globe newswire -- ixonos plc expand smartphone rd service establish new next-generation smartphone design unit connection ixonos site jyvaeskylae;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .;agreement geosentric gypsii-powered hotel information reservation service visitor china popular city beijing shanghai;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The Bristol Port Company has sealed a one million pound contract with Cooper Specialised Handling to supply it with four 45-tonne , customised reach stackers from Konecranes .;bristol port seal 1mn pound contract cooper specialise handle supply [NUMBER] [NUMBER] -tonne customise reach stacker konecranes;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .;increase net sale due acquisition swedish silva produce garden tool boat;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));According to PKC , the acquisition would bring a significant addition to PKC 's customer base .;pkc acquisition bring significant addition pkc customer;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Poyry is recognized as one of the world 's leading advisors to the global forestry industry .;poyry recognize [NUMBER] world lead advisor global forestry industry;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));This new partnership agreement represents a significant milestone for both parties .;new partnership agreement represent significant milestone party;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase .;hearst able consolidate [PERCENT] russian market advertising press purchase;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Deliveries have started and the network will be ready for a launch soon .;delivery start network ready launch soon;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The through service of FESCO is a telling example of strengthening the relationship between logistics companies and operators at the international level .;service fesco telling example strengthen relationship logistics operator international level;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));More than 200 volunteers from Fiskars , the garden tool company , Home Depot ( NYSE : HD ) , the city of Baltimore and the neighborhood are working right now to create a garden sanctuary - in a single day .;more [NUMBER] volunteer fiskars garden tool home depot nyse hd city baltimore neighborhood work right create garden sanctuary single day;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Commencing the construction works of Pearl Plaza is a significant step in our Russian projects .;commence construction work pearl plaza significant step russian project;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));That would be an increase from estimated sales of 117 million last year .;increase estimate sale 117mn last;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Our strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors .;strong brand esl shipping leipurin telko kaukomarkkinat aim market leader sector;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));According to Viking Line 's Managing Director , Nils-Erik Eklund , the company 's Board of Directors is very satisfied with Viking Line 's performance .;viking line manage director nils-erik eklund board director satisfied viking line performance;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .;airline finnair win deal uk public sector official airline flight london heathrow osaka japan well flight manchester uk;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Finland 's Nokian Tyres and Kazakhstan 's Ordabasy Corporation signed an agreement to build a plant in Astana to produce car tires , Ordabasy chairman Dinmukhamet Idrisov said at a press conference .;nokian tyre kazakhstan ordabasy sign agreement build plant astana produce car tire ordabasy chairman dinmukhamet idrisov say press conference;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .;biohit already service many current genesis customer customer expect expand result agreement;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Operating profit improved by 16.7 % to EUR 7.7 mn .;operating profit improve [PERCENT] eur [NUMBER] 7mn;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .;purpose action ensure cost effectiveness near future;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .;pharmaceutical orion report profit tax eur [NUMBER] 0mn third [DATE] up eur [NUMBER] 9mn corresponding [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .;earnings share come [MONEY] up [MONEY] earlier;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));These companies will be able to keep their market positions .;able keep market position;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .;high technology provider vaahto report net sale eur [NUMBER] 8mn accounting [DATE] [DATE] increase [PERCENT] earlier;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .;london marketwatch -- nok say win [NUMBER] -year service contract run hutchison essar network operation [NUMBER] location india;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The long-term contract is global .;long-term contract global;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));At the seminar , a memorandum of understanding on co-operation was signed between the Finnish Kemira Company and Vietnam National Chemical Corporation .;seminar memorandum understand co-operation sign kemira vietnam national chemical;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise video management systems .;teleste sentry [NUMBER] form integration partnership sentry advance [NUMBER] -degree immersive camera product line teleste enterprise video management system;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Finnish Raisio ( Diagnostics ) is launching new DNA-based quick tests to ensure the safety of food .;raisio diagnostics launch new dna-based quick test ensure safety food;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The company has established a 3G base station at about 17,000 feet at the foot of Mount Everest that will enable mountain climbers at the 29,035-foot summit to surf the Internet and even send videos of their exploits .;establish [MEASUREMENT] station [NUMBER] foot foot mount everest enable mountain climber [NUMBER] -foot summit surf internet even send video exploit;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .;construction lemminkainen lem1s say win contract technical service nevsky centre shop mall open november st petersburg russia;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .;[DATE] [DATE] [NUMBER] wood product technology supplier raute rutav say swing net profit eur 3mn 9months [DATE] versus net loss eur [NUMBER] 2mn earlier;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The Finnish group anticipates a sales gain of EUR42m after tax and expenses .;anticipate sale gain eur 42mn tax expense;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The terms of the financing were approved by the Annual General Meeting of the Company held on June 30 , 2010 .;term financing approve annual general meeting hold [DATE] [DATE] [NUMBER] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .;[DATE] order book eur [NUMBER] 6mn up [PERCENT] corresponding [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));In banking , Sampo A was unchanged at 14.24 eur and Nordea rose 0.42 pct to 9.51 eur .;banking sampo unchanged [MONEY] nordea rise [PERCENT] [MONEY];positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));"A & euro ; 4.8 million investment in 13.6 % of Lewa netted Deutsche Beteiligungs & euro ; 21 million .";eur [NUMBER] 8mn investment [PERCENT] lewa net deutsche beteiligungs eur 21mn;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));By combining its existing solutions into a single platform , Comptel said that it has reduced the cost of deployment .;combine exist solution single platform comptel say reduce cost deployment;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Talvivaara has secured a 10-year off-take agreement for 100 per cent of its main output of nickel and cobalt to Norilsk Nickel and entered into a long-term zinc streaming agreement with Nyrstar NV .;talvivaara secure [NUMBER] -year off-take agreement [PERCENT] main output nickel cobalt norilsk nickel enter long-term zinc stream agreement nyrstar nv;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 .;total delivery volume paper business [DATE] [NUMBER] tonne up [NUMBER] tonne [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));`` Our decision and resolve on MeeGo is only stronger , '' she continued .;decision resolve meego only strong continue;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The recovery of demand that started toward the end of 2009 , continued in January-March 2010 .;recovery demand start toward [DATE] continue [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint .;jarmo honkamaa head oil refining business neste oil say situation look promise viewpoint;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));On Wednesday he announced that the government would propose granting a licence for two reactors , one to be built by Fennovoima , and the other by TVO .;wednesday announce government propose grant licence [NUMBER] reactor [NUMBER] build fennovoima tvo;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .;review nordic aluminium order book stand eur [NUMBER] 77mn compare eur [NUMBER] [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .;divestment raisio margarine business [DATE] :05gave clearer focus grain-based product;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .;plan expand international market subsidiary distributor [DATE] onwards;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));"Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade .";bilfinger investor cheer agreement push share up [PERCENT] eur [NUMBER] eur [NUMBER] afternoon trade;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));`` The margarine business has been put into good shape in the last two years , making it a natural addition to Bunge , which is looking to leverage its position in the Central and Northern European markets , '' Raisio CEO Matti Rihko said in a statement .;margarine business put good shape last [NUMBER] make natural addition bunge look leverage position central northern european market raisio ceo matti rihko say statement;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .;time delight fact able accomplish organization team member;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Mr Lee said he hoped that Neste 's move will ` pave the way for more collaboration projects between our two countries ' .;mr lee say hop neste move pave way more collaboration project [NUMBER] country;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .;fiber plastic product maker suominen say net loss narrow [MONEY] usd [NUMBER] 0mn 9months [DATE] [MONEY] usd [NUMBER] 7mn [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The acquisition will have an immediate positive impact on Aspocomp 's financial result .;acquisition immediate positive impact aspocomp financial result;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .;financial impact estimate eur [NUMBER] 5mn annual improvement division result start fiscal [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));The layoffs were aimed at reaching an annual savings target of 1.5 billion euros $ 2 billion by the end of 2010 .;layoff aim reach annual saving target [MONEY] usd 2bn [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .;cargotec kalmar receive significant order u department defense;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 3));Operating profit margin increased from 11.2 % to 11.7 % .;operating profit margin increase [PERCENT] [PERCENT];positive;negative
