Task_Setting;Pipeline_Configuration;Original_Sentence;Preprocessed_Text;True_Label;Predicted_Label
Binary (No Neutral);FFNN (TF-IDF | (1, 2));These companies will be able to keep their market positions .;able keep market position .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .;operating profit [MONEY] , compare loss [MONEY] corresponding [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .;wartsila win contract [DATE] plant instal manturovo kostroma region russia , [MEASUREMENT] northeast moscow , russia .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));In complying with the European Water Framework Directive requirements , the pre-treatment unit will be fully renovated , including hydraulics of waste water inception , degridding , sand and grease removal and treatment and deodorization of the unit .;comply european water framework directive requirement , pre-treatment unit fully renovate , hydraulics waste water inception , degridding , sand grease removal treatment deodorization unit .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Sales for both the Department Store Division and Hobby Hall increased by 7 % , while sales for the clothing store subsidiary Seppala decreased by 4 % .;sale department store division hobby hall increase [PERCENT] , sale clothing store subsidiary seppala decrease [PERCENT] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .;revenue grow [PERCENT] ( ) [NUMBER] 6bn ( [MONEY] ) .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .;[DATE] , order book [MONEY] , up [PERCENT] corresponding [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .;transaction double tecnomens workforse , add fourth net sale .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Finnish mobile operator DNA will function as a subcontractor to Maingate and will be responsible for telecommunications connections .;mobile operator dna function subcontractor maingate responsible telecommunication connection .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The aim is to achieve EUR 2.5 mn yearly savings .;aim achieve [MONEY] yearly saving .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The long-term contract is global .;long-term contract global .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .;via move , aim annual saving [MONEY] [MONEY] , main expect realize .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Net sales revenue per passenger is expected to increase .;net sale revenue passenger expect increase .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .;order book stand [NUMBER] bln eur [MONEY] bln [DATE] [DATE] [NUMBER] , up [PERCENT] , international order amount [MONEY] [MONEY] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));`` We 've been feeling quite positive about the region as a whole .;`` feel quite positive region whole .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));"About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses .";"marubeni marubeni tse : [NUMBER] ; adr : maruy establish [NUMBER] , core marubeni , [NUMBER] japan lead general trading house .";positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .;agreement biohit become focus supplier pipettors disposable pipettor tip vwr customer throughout europe .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te;( adp news ) [DATE] [DATE] [NUMBER] security privacy software solution developer stonesoft say win [MONEY] ( [MONEY] ) order deliver stonegate network security product unnamed russian te;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Jawad Williams scored 23 points in an impressive debut for Jerusalem , with Jason Rich adding 18 and Yuval Naimi chipping in with 16 points for Hapoel , which visits the yellow-and-blue next week .;jawad williams score [NUMBER] point impressive debut jerusalem , jason rich add [NUMBER] yuval naimi chip [NUMBER] point hapoel , visit yellow-and-blue next week .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 .;goal achieve annual saving [MONEY] ( [MONEY] ) , [NUMBER] third realize [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .;report loss [MONEY] compare loss [MONEY] corresponding [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month .;purchase agreement [NUMBER] ton gasoline delivery hamina terminal , , sign neste oil average platts index september plus [NUMBER] u dollar month .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .;stock rise third day tuesday bring [NUMBER] -day rise gbx10. [NUMBER] [PERCENT] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) .;contract envisage construction [NUMBER] ferryboat option 2more unit , far confirm total value [MONEY] ( [MONEY] ) .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));`` The margarine business has been put into good shape in the last two years , making it a natural addition to Bunge , which is looking to leverage its position in the Central and Northern European markets , '' Raisio CEO Matti Rihko said in a statement .;`` margarine business put good shape last [NUMBER] , make natural addition bunge , look leverage position central northern european market , raisio ceo matti rihko say statement .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));SOUTHFIELD , Mich. -- Central Corporate Credit Union will again distribute patronage dividends to members by waiving all service fees incurred during the months of July and November 2008 , to the tune of an estimated $ 1 million .;southfield , mich. -- central credit union distribute patronage dividend member waive service fee incur month july [DATE] , tune estimate [MONEY] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));AUSTIN , Texas , Sept. 6 -- Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment .;austin , texas , sept. [NUMBER] -- texas department transportation award contract teleste video compression distribution equipment .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .;[DATE] [DATE] [NUMBER] stationery gift retailer tiimari : tii1v say net sale rise [PERCENT] year-on-year [MONEY] [DATE] , drive growth , demand baltic remain weak .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Lemcon has also signed a pre-contract for the purchase of the park 's entire 130-hectare site .;lemcon sign pre-contract purchase park entire [NUMBER] -hectare site .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .;thanks multiply effect wagon performance , transport much more efficient , say development manager juha malkia vr cargo .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .;prove good cellphone design truly work art , website [NUMBER] colorful canvas expression mobile-inspired sentiment .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The company said that it will supply the WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station in East Java , Bali , Sumatra and Batam .;say supply wcdma [MEASUREMENT] -hspa radio network , modular , high capacity flexi wcdma station east java , bali , sumatra batam .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .;: eliiv report eps [MONEY] [DATE] , increase over eps [MONEY] [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The circuit 's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day , with volumes in excess of 50,000 tonnes per day being reached on individual days .;circuit overall production rate weekly basis excess average [NUMBER] tonne day , volume excess [NUMBER] tonne day reach individual day .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));With the new production plant the company would increase its capacity to meet the expected increase in demand and would improve the use of raw materials and therefore increase the production profitability .;new production plant increase capacity meet expected increase demand improve raw material therefore increase production profitability .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The Group 's cash flow from operations will be positive .;cash flow operation positive .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));A new Kveyt light variety of Suomalainen Pekoni marketed under the Atria brand name is now available to consumers in Finland .;new kveyt light variety suomalainen pekoni market atrium brand name available consumer .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .;aldata solution sign contract supply g.o.l.d. system [NUMBER] french retail chain .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .;price raw material aluminium go up [DATE] , but consider outlook [DATE] favourable .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));About Nokia Nokia is a pioneer in mobile telecommunications and the world 's leading maker of mobile devices .;pioneer mobile telecommunication world lead maker mobile device .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The company expects its net sales in the first half of 2008 to reach the previous year 's level .;expect net sale half [DATE] reach previous level .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .;mn , pretax profit [MONEY] [MONEY] third [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));ST. PETERSBURG , Oct 14 ( PRIME-TASS ) -- Finnish tire producer Nokian Tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of Vsevolozhsk in Russia 's Leningrad Region in 2011 , the company 's President Kim Gran told reporters Thursday .;st. petersburg , oct [NUMBER] ( prime-tass ) -- tire producer nokian tyre plan invest [MONEY] expansion tire plant city vsevolozhsk russia leningrad region [DATE] , president kim gran told reporter thursday .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));EPS from continuing operations came in at 0.30 eur , up from 0.17 .;eps continue operation come [MONEY] , up [NUMBER] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Operating profit margin increased from 11.2 % to 11.7 % .;operating profit margin increase [PERCENT] [PERCENT] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Talvivaara has secured a 10-year off-take agreement for 100 per cent of its main output of nickel and cobalt to Norilsk Nickel and entered into a long-term zinc streaming agreement with Nyrstar NV .;talvivaara secure [NUMBER] -year off-take agreement [PERCENT] main output nickel cobalt norilsk nickel enter long-term zinc stream agreement nyrstar nv .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .;software developer solution say net profit increase [MONEY] ( [MONEY] ) [DATE] [MONEY] ( [MONEY] ) [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Nokia bought Chicago-based Navteq in 2008 , acquiring a maps database to compete with Google s maps as well as with navigation device companies such as TomTom NV and Garmin Ltd. .;buy chicago-based navteq [DATE] , acquire maps database compete google map well navigation device tomtom nv garmin ltd. .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings .;core solidium investment strategy proper , value enhance asset management current holding .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));In a release , the Company said that Vocollect T2 customers in North America can now take advantage of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity gains at a discounted price .;release , say vocollect t2 customer north america take advantage voice direct warehousing solution increase warehouse efficiency productivity gain discounted price .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .;lee & man paper metso long prosperous co-operation , good example changshu hongmei kraftliner machine deliver earlier .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL .;continue invest future development qt benefit user , commercial lgpl .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Finnish engineering and technology company Metso Oyj said on May 27 , 2008 it completed the acquisition of paper machinery technology from Japanese engineering company Mitsubishi Heavy Industries ( MHI ) for an undisclosed sum .;engineering technology metso say [DATE] [DATE] [NUMBER] complete acquisition paper machinery technology japanese engineering mitsubishi heavy industry ( mhi ) undisclosed sum .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Total operating revenue grew by 27.6 % year-on-year to EUR61m .;total operating revenue grow [PERCENT] year-on-year [MONEY] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share .;ragutis , control brewery olvi , achieve [PERCENT] rise beer sale [NUMBER] 6mn liter hold [PERCENT] market share .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .;operating profit net sale [NUMBER] -month increase , respectively [MONEY] [MONEY] , compare [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .;tiimari , retailer , report geenrated quarterly revenue total [MONEY] [NUMBER] [DATE] , up [MONEY] loss [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .;pretax profit rise [MONEY] [MONEY] [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The company is well positioned in Brazil and Uruguay .;well position brazil uruguay .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .;acquisition ramirent strategy strengthen position selected location .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Managing Director Kari Inkinen says that Sponda 's leasing operations developed highly favourably .;manage director kari inkinen say sponda lease operation develop highly favourably .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Under the agreement , TietoEnator will provide Blyk with extended application and business process management services and an IT infrastructure .;agreement , tietoenator blyk extended application business process management service infrastructure .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .;time delight fact able accomplish organization team member .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));It will also strengthen Ruukki 's offshore business .;strengthen ruukki offshore business .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters .;svyturys-utenos alus , control nordic baltic beverage hold ( bbh ) , post [PERCENT] growth beer sale [DATE] [NUMBER] 99mn liter .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));HELSINKI , Finland , Sept. 18 , 2009 ( GLOBE NEWSWIRE ) -- Ixonos Plc expands the company 's smartphone R&D services and establishes a new next-generation smartphone design unit in connection with Ixonos ' site in Jyvaeskylae .;, , sept. [NUMBER] , [DATE] ( globe newswire ) -- ixonos plc expand smartphone r&d service establish new next-generation smartphone design unit connection ixonos site jyvaeskylae .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .;diluted loss share narrow [MONEY] [MONEY] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .;passenger-related revenue rise [PERCENT] [MONEY] [MONEY] [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters .;rinkuskiai raise sale [PERCENT] , [NUMBER] 37mn liter , sale kauno alus grow [PERCENT] , [NUMBER] liter .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . '';china operation not only enable u fully leverage resource expertise wireless solution , but strengthen capability offer industry-leading product customer china .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The aim is to increase sales by at least one fifth in 2006 .;aim increase sale least [NUMBER] fifth [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .;net profit rise [PERCENT] [MONEY] [DATE] sale [MONEY] , [PERCENT] up , say earlier .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .;incap contract manufacturing service private limited ink agreement [NUMBER] new customer india .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The effect of the savings will be noticeable as of the beginning of 2010 .;effect saving noticeable beginning [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));TeliaSonera said about $ 100 million will be invested in the next year in the region to bring mobile coverage to about 90 % of Nepal s population .;teliasonera say [MONEY] invest next region bring mobile coverage [PERCENT] nepal population .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .;loss third [DATE] [MONEY] small loss second [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Growth is expected to continue in 2008 .;growth expect continue [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));We are very proud to be able to use this kind of innovative mobile service for voting in elections .;proud able kind innovative mobile service vote election .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .;biohit already service many current genesis customer customer expect expand result agreement .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .;strand associate expand madison headquarters space add [NUMBER] employee engineering firm .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November .;lemcon sign investment cooperation agreement kaluga regional administration last november .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Jens Schulte-Bockum , Vodafone 's global director of terminals , said the company expects to sell one to two million of the Vodafone 125 and 225 models in the first year of launch , and potentially tens of millions over the lifetime of the device .;jens schulte-bockum , vodafone global director terminal , say expect sell [NUMBER] 2mn vodafone [NUMBER] 225models launch , potentially ten million over lifetime device .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement .;`` analyze kaupthing bank sweden find business fit well alandsbanken , say alandsbanken chief executive peter wiklof statement .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .;efore presence open up new interesting development opportunity student , dean faculty electronics , communication automation tkk say .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Finnish Metso will supply new wood handling and bleaching lines , as well as a rebuild of the kraft liner washing line for Klabin 's Tel+�maco Borba mill in the Brazilian state of Paran+� .;metso supply new wood handling bleaching line , well rebuild kraft liner wash line klabin tel+ maco borba mill brazilian state paran+ .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));That topped consensus forecasts for earnings of 0.21 euros a share .;top consensus forecast earnings [MONEY] share .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));A memorandum of understanding on cooperation between the Finnish Global Chemical Company KEMIRA and Vietnam National Chemicals Group ( Vinachem ) was signed on this occasion .;memorandum understand cooperation global chemical kemira vietnam national chemical ( vinachem ) sign occasion .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .;fiskars brand report net sale [MONEY] , up [MONEY] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .;profitability ( ebit pct ) [PERCENT] , compare [PERCENT] previous-year .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .;basware stock exchange release [DATE] [DATE] [NUMBER] [DATE] basware sign large deal international industrial basware deliver invoice automation solution connectivity service international industrial .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Sports equipment sales also progressed well owing to the prolonged winter season .;sport equipment sale progress well owe prolonged winter season .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Uponor improved its performance in spite of the decrease in residential construction in the US .;uponor improve performance spite decrease residential construction u .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .;q22010 , consolidated earnings tax total [MONEY] , compare [MONEY] , net profit [MONEY] , compare [MONEY] previous .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Finnish plumbing and heating systems supplier Uponor Corporation ( OMX Helsinki : UNR1V ) said on Tuesday ( 12 August ) that its board of directors has authorised the management to proceed with a company-wide cost reduction program .;plumbing heat system supplier uponor ( : unr1v ) say tuesday ( [NUMBER] august ) board director authorise management proceed company-wide cost reduction program .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Kaupthing forecasts a significant price increase for printing paper in 2007 .;kaupthing forecast significant price increase print paper [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 .;second [DATE] , net profit [MONEY] compare net loss [MONEY] [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .;outotec say win new order worth [MONEY] , compare [MONEY] earlier .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Nokia also noted the average selling price of handsets declined during the period , though its mobile phone profit margin rose to more than 22 percent from 13 percent in the year-ago quarter .;note average selling price handset decline , though mobile phone profit margin rise more [PERCENT] [PERCENT] year-ago .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .;efficiency improvement measure [DATE] [DATE] [NUMBER] stationery gift retailer tiimari : tii1v say continue improve operational efficiency , focus profitable core operation .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .;circulation revenue increase [PERCENT] [PERCENT] sweden [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers .;kesko food ltd press release [NUMBER] . [DATE] [NUMBER] 00kesko food ltd launch major tv campaign recruit many [NUMBER] hundred new k-food retailer .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .;profit tax [MONEY] , up [MONEY] earlier .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The Brazilian unit of Finnish security solutions provider F-Secure signed up 1,500 new clients last year , online news source Reseller Web quoted the division 's commercial director , Vladimir Brand+�o , as saying .;brazilian unit security solution provider f-secure sign up [NUMBER] new client last , online news source reseller web quote division commercial director , vladimir brand+ , say .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The move is aimed at boosting sales , cost-efficiency and market share in Finland .;move aim boost sale , cost-efficiency market share .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .;elcoteq elcoteq se lead electronics manufacturing service ( em ) communication technology field .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters .;kalnapilio-tauro grupe ( kalnapilis-tauras ) , denmark royal unibrew , raise market share [PERCENT] [PERCENT] , beer sale 7months jump [PERCENT] [NUMBER] 5mn liter .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));According to CEO Kai Telanne , the company 's newspapers achieved the best financial result ever .;ceo kai telanne , newspapers achieve best financial result ever .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .;9months [DATE] , net profit rise [MONEY] [MONEY] corresponding [DATE] .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .;[DATE] , deal likely bring saving [MONEY] -25mn .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));The pilot project proved that RIFD technology is ideal for our purposes '' , comments Olli Saarinen , Material Handling Supervisor at Yara .;pilot project prove rifd technology ideal purpose , comment olli saarinen , material handling supervisor yara .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));`` Lidskoe Pivo 's investment program foresees the integrated modernization of production , updating transport and logistics infrastructure and developing new marketing instruments , '' Mikshis said .;`` lidskoe pivo investment program foresee integrated modernization production , update transport logistics infrastructure develop new marketing instrument , mikshis say .;positive;negative
Binary (No Neutral);FFNN (TF-IDF | (1, 2));In September 2010 , the Finnish group agreed to buy Danish company Rose Poultry A-S for up to EUR23 .9 m in a combination of cash and stock .;[DATE] , agree buy danish rise poultry a-s up [MONEY] combination cash stock .;positive;negative
